City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,namibe,-15.1961,12.1522,293.12,75,70,5.17,AO,1731279262
362,turar ryskulov,42.5333,70.3333,275.79,82,2,2.91,KZ,1731279263
363,yambio,4.5721,28.3955,292.06,97,100,1.57,SS,1731279264
364,vila velha,-20.3297,-40.2925,297.12,84,75,5.14,BR,1731279265
365,labasa,-16.4167,179.3833,299.2,81,94,3.9,FJ,1731279266
366,pawni,20.7833,79.6333,292.87,69,0,1.32,IN,1731279267
367,kasongo-lunda,-6.4667,16.8167,293.4,99,95,1.05,CD,1731279268
368,aleksandrov gay,50.147,48.5704,274.26,86,15,3.19,RU,1731279269
369,east london,-33.0153,27.9116,290.01,91,100,2.0,ZA,1731279271
370,bukama,-9.2,25.85,294.19,98,100,0.2,CD,1731279273
371,palmer,42.1584,-72.3287,285.5,49,75,4.12,US,1731279274
372,berezovo,63.9381,65.0419,261.76,78,68,6.4,RU,1731279275
373,mount isa,-20.7333,139.5,308.02,20,58,7.72,AU,1731279276
374,midelt,32.6852,-4.7451,286.05,60,24,0.47,MA,1731279277
375,mizan teferi,6.9833,35.5833,288.94,86,2,1.28,ET,1731279278
376,petrovsk-zabaykal'skiy,51.273,108.843,258.11,100,90,0.74,RU,1731279279
377,carutapera,-1.195,-46.02,299.54,79,68,5.2,BR,1731279280
378,taro,-8.3862,115.28,294.76,95,39,0.34,ID,1731279281
379,sansanne-mango,10.3592,0.4708,298.68,32,1,1.83,TG,1731279282
380,port saint john's,-31.6229,29.5448,291.25,94,100,3.39,ZA,1731279283
381,susuman,62.7833,148.1667,238.55,98,92,0.55,RU,1731279285
382,estella-lizarra,42.6718,-2.0323,285.42,93,91,2.52,ES,1731279286
383,ujae,8.9322,165.7642,301.84,76,53,8.06,MH,1731279287
384,punta del este,-34.9667,-54.95,297.21,91,75,4.47,UY,1731279288
385,posse,-14.0931,-46.3694,296.54,71,82,0.23,BR,1731279289
386,island harbour,50.724,-1.2758,286.49,92,56,0.45,GB,1731279290
387,luba,3.4568,8.5547,299.67,80,23,1.25,GQ,1731279292
388,nocera superiore,40.7421,14.6729,287.06,100,3,2.23,IT,1731279293
389,coahuayana de hidalgo,18.7,-103.6583,301.72,69,35,2.52,MX,1731279295
390,dolores,-36.3132,-57.6792,290.91,85,100,6.32,AR,1731279296
391,jimma,7.6667,36.8333,287.64,88,51,0.1,ET,1731279297
392,yangambi,0.8102,24.4336,292.53,99,100,0.09,CD,1731279298
393,florida,28.7505,-82.5001,300.85,70,0,0.0,US,1731279176
394,kone,-21.0595,164.8658,303.96,38,17,2.1,NC,1731279300
395,escarcega,18.6089,-90.7454,297.48,97,88,1.09,MX,1731279301
396,puerto deseado,-47.7503,-65.8938,288.58,33,91,7.58,AR,1731279303
397,strathmore,51.0501,-113.3852,277.22,70,82,4.63,CA,1731279305
398,kayangel,8.0823,134.7173,301.47,72,27,1.81,PW,1731279306
399,bodo,67.28,14.405,276.17,70,40,5.14,NO,1731279308
400,bhatgaon,21.15,81.7,293.32,66,0,0.83,IN,1731279309
401,surendranagar,22.7,71.6833,298.54,41,0,3.04,IN,1731279310
402,nizhneangarsk,55.7833,109.55,262.78,76,68,2.32,RU,1731279311
403,paracuru,-3.41,-39.0306,298.9,80,85,5.96,BR,1731279312
404,pierre,44.3683,-100.351,290.66,51,0,4.63,US,1731279169
405,kirakira,-10.4544,161.9205,302.12,72,100,3.57,SB,1731279315
406,cockburn town,21.4612,-71.1419,301.13,83,75,4.12,TC,1731279316
407,ain defla,36.2641,1.9679,288.02,81,75,1.33,DZ,1731279317
408,miastko,54.0028,16.9826,274.59,79,3,2.19,PL,1731279318
409,porto cristo,39.5395,3.333,291.07,71,24,8.8,ES,1731279319
410,ataq,14.5377,46.8319,292.64,72,12,0.4,YE,1731279073
411,rawah,34.4816,41.9093,290.33,76,81,0.48,IQ,1731279321
412,berezhani,49.45,24.9333,274.5,85,0,2.33,UA,1731279322
413,ouani,-12.1322,44.4258,299.11,80,9,0.94,KM,1731279323
414,tshabong,-26.05,22.45,295.06,19,53,5.35,BW,1731279324
415,kununurra,-15.7667,128.7333,303.14,74,54,2.57,AU,1731279325
416,naryn,41.4287,75.9911,268.02,43,77,3.62,KG,1731279327
417,hithadhoo,-0.6,73.0833,301.14,72,87,6.01,MV,1731279328
418,tazacorte,28.629,-17.9293,299.34,25,0,4.63,ES,1731279329
419,butembo,0.15,29.2833,286.71,97,100,1.09,CD,1731279313
420,mount gambier,-37.8333,140.7667,289.48,54,30,2.94,AU,1731279331
421,wulingyuan,29.3494,110.5441,283.81,79,0,0.95,CN,1731279332
422,guarapuava,-25.3953,-51.4581,292.59,76,75,1.31,BR,1731279333
423,pacific grove,36.6177,-121.9166,293.94,63,0,3.6,US,1731279241
424,san julian,21.0167,-102.1667,300.01,24,6,2.57,MX,1731279335
425,grand-bassam,5.2118,-3.7388,300.13,89,74,1.95,CI,1731279336
426,yakutsk,62.0339,129.7331,258.13,85,40,2.0,RU,1731279068
427,nakhon phanom,17.3333,104.4167,292.04,84,70,0.48,TH,1731279339
428,cuito,-12.3833,16.9333,289.45,92,93,1.27,AO,1731279340
429,luanda,-8.8368,13.2343,298.15,83,40,3.6,AO,1731279341
430,puducherry,11.9333,79.8167,297.16,87,74,4.55,IN,1731279342
431,praia da vitoria,38.7333,-27.0667,293.29,83,75,4.85,PT,1731279343
432,clarkston,33.8096,-84.2396,287.71,89,100,0.89,US,1731279344
433,enewetak,11.3474,162.3373,301.6,78,77,9.36,MH,1731279345
434,dongtai,32.8523,120.3095,285.96,88,0,2.53,CN,1731279346
435,recani,31.2846,-4.2688,293.03,39,46,4.86,MA,1731279347
436,labrador city,52.9463,-66.9114,273.25,73,100,4.63,CA,1731279256
437,barre,44.197,-72.5021,282.01,49,0,3.09,US,1731279086
438,ilha de mocambique,-15.0342,40.7358,299.06,87,0,4.58,MZ,1731279350
439,qarqaraly,49.4058,75.4742,271.68,94,100,9.78,KZ,1731279352
440,erenhot,43.6475,111.9767,277.82,58,100,6.54,CN,1731279353
441,saint-marcellin,45.15,5.3167,281.84,98,42,1.64,FR,1731279354
442,aur,8.1499,171.1687,301.5,76,25,7.21,MH,1731279355
443,saudarkrokur,65.7461,-19.6394,277.69,83,90,9.24,IS,1731279356
444,tucumcari,35.1717,-103.725,291.06,32,0,0.0,US,1731279212
445,waingapu,-9.6567,120.2641,301.59,71,19,5.13,ID,1731279358
446,magnitogorsk,53.4186,59.0472,268.61,74,100,4.0,RU,1731279360
447,santa cruz,-17.8,-63.1667,306.18,49,0,4.63,BO,1731278709
448,tejen,37.3834,60.5054,282.86,57,0,3.89,TM,1731279363
449,mayya,61.7333,130.2811,257.69,99,100,1.5,RU,1731279364
450,ribeira brava,32.65,-17.0667,295.44,35,26,4.46,PT,1731279365
451,amga,60.8953,131.9608,257.52,98,100,1.01,RU,1731279366
452,lazaro cardenas,17.9583,-102.2,301.89,74,43,4.22,MX,1731279367
453,malabar,-33.9667,151.25,292.95,76,75,5.66,AU,1731279368
454,bonthe,7.5264,-12.505,299.38,84,36,1.63,SL,1731279369
455,macusani,-14.0833,-70.4333,278.49,76,96,3.19,PE,1731279370
456,barra de santo antonio,-9.4047,-35.5072,298.41,81,44,7.35,BR,1731279372
457,lebu,-37.6167,-73.65,285.99,78,5,3.91,CL,1731279373
458,midvagur,62.0511,-7.1939,282.61,81,75,13.89,FO,1731279374
459,north bend,43.4065,-124.2243,287.73,100,100,4.12,US,1731279375
460,corinto,37.9407,22.9573,285.87,74,60,1.05,GR,1731279377
461,tahe,52.3333,124.7333,258.7,94,72,1.24,CN,1731279378
462,skikda,36.8762,6.9092,291.61,72,96,6.52,DZ,1731279379
463,bela,25.9333,81.9833,295.85,54,0,0.54,IN,1731279380
464,buncrana,55.1333,-7.45,282.02,79,100,2.47,IE,1731279382
465,bahia de caraquez,-0.6,-80.4167,296.71,80,98,5.34,EC,1731279331
466,port arthur,38.8,121.2667,277.27,57,6,2.34,CN,1731279384
467,altay,47.8667,88.1167,270.54,97,100,2.14,CN,1731279385
468,jaguariaiva,-24.2511,-49.7058,290.64,91,63,1.89,BR,1731279386
469,rivera,-30.9053,-55.5508,292.08,77,0,0.92,UY,1731279331
470,letlhakane,-21.4167,25.5833,297.63,57,99,4.86,BW,1731279388
471,arraial do cabo,-22.9661,-42.0278,295.75,72,6,3.29,BR,1731279389
472,kudahuvadhoo,2.6708,72.8944,301.03,77,100,5.05,MV,1731279391
473,shindand,33.3029,62.1474,284.15,49,0,1.88,AF,1731279392
474,galdar,28.147,-15.6502,296.1,64,0,5.13,ES,1731279395
475,al mahwit,15.4701,43.5448,287.03,68,1,0.74,YE,1731279396
476,belmonte,-15.8631,-38.8828,296.66,94,100,5.17,BR,1731279397
477,qulsary,46.9531,54.0198,276.91,86,86,2.9,KZ,1731279398
478,pacifica,37.6138,-122.4869,293.48,59,20,5.66,US,1731279399
479,glace bay,46.1969,-59.957,276.92,74,75,3.09,CA,1731279400
480,concordia,-31.393,-58.0209,302.19,39,0,2.06,AR,1731279401
481,ebon,4.582,168.6964,301.37,78,100,6.7,MH,1731279402
482,serdar,38.9764,56.2757,283.7,54,2,1.75,TM,1731279404
483,chapada dos guimaraes,-15.4606,-55.7497,297.42,71,74,2.11,BR,1731279405
484,kolonia,50.9333,6.95,283.22,92,96,1.38,DE,1731279273
485,kijang,35.2442,129.2139,282.0,67,1,2.87,KR,1731279407
486,araguaina,-7.1911,-48.2072,300.84,67,91,3.49,BR,1731279408
487,chui,-33.6971,-53.4616,290.12,84,1,4.82,UY,1731279223
488,cilavegna,45.3101,8.7447,283.47,68,8,1.26,IT,1731279410
489,baiti,13.745,-14.7482,300.44,23,28,1.62,SN,1731279411
490,alesund,62.4723,6.1549,280.23,70,75,5.14,NO,1731279412
491,novopskov,49.5464,39.0899,278.62,85,100,1.86,UA,1731279413
492,ardakan,32.31,54.0175,288.19,39,100,1.01,IR,1731279414
493,fernandina beach,30.6697,-81.4626,298.14,82,100,4.12,US,1731279273
494,redlands,34.0556,-117.1825,300.08,19,19,1.34,US,1731279198
495,witu,-2.3889,40.4382,298.68,89,90,2.68,KE,1731279418
496,vila franca do campo,37.7167,-25.4333,293.38,99,92,4.97,PT,1731279419
497,mana,5.6592,-53.7767,300.75,81,100,5.5,GF,1731279420
498,olyokminsk,60.3736,120.4264,256.13,99,92,1.37,RU,1731279421
499,freetown,8.484,-13.2299,300.99,78,40,2.06,SL,1731279422
500,aginskoye,51.1,114.53,265.24,97,99,2.23,RU,1731279423
501,kem',64.9555,34.5793,273.32,77,97,3.41,RU,1731279424
502,chardara,41.2547,67.9692,281.71,60,0,2.31,KZ,1731279425
503,xudat,41.631,48.681,282.48,84,27,2.56,AZ,1731279426
504,ceeldheer,3.8488,47.1806,299.21,86,89,3.98,SO,1731279427
505,argos,37.6333,22.7333,283.03,77,22,2.67,GR,1731279429
506,campanario,38.8644,-5.6174,286.68,67,71,0.86,ES,1731279430
507,saipan,15.1355,145.701,302.95,80,40,5.66,MP,1731279431
508,geraldton,-28.7667,114.6,289.38,82,0,6.17,AU,1731279432
509,brindisi,40.5833,17.6667,284.35,76,29,3.15,IT,1731279216
510,troitskoye,52.9821,84.6757,273.55,97,100,8.7,RU,1731279434
511,mugango,-1.6833,33.7,294.17,81,100,2.25,TZ,1731279435
512,san luis de la loma,17.2706,-100.8939,301.25,78,49,2.4,MX,1731279436
513,kailua-kona,19.6406,-155.9956,302.19,74,40,4.63,US,1731279437
514,murzzuschlag,47.6,15.6833,274.85,83,0,0.62,AT,1731279438
515,mesquite,32.7668,-96.5992,298.34,51,0,1.14,US,1731279439
516,salahonda,2.1019,-78.7217,298.64,79,81,5.82,CO,1731279441
517,nemuro,43.3236,145.575,285.8,80,100,9.08,JP,1731279442
518,al hudaydah,14.7978,42.9545,301.31,67,2,6.39,YE,1731279155
519,alaghsas,17.0187,8.0168,294.65,21,21,6.02,NE,1731279444
520,nova vicosa,-17.8919,-39.3719,297.11,81,70,5.7,BR,1731279445
521,beykonak,36.3257,30.303,291.26,68,100,4.12,TR,1731279446
522,mermoz boabab,14.7065,-17.4758,300.03,69,0,4.12,SN,1731279447
523,chul'man,56.8479,124.9104,250.14,100,91,0.79,RU,1731279449
524,khovd,48.0056,91.6419,269.16,45,28,3.89,MN,1731279450
525,elele,5.1009,6.8141,299.16,89,40,0.0,NG,1731279452
526,trinidad,-14.8333,-64.9,307.14,59,75,1.54,BO,1731279453
527,zhigalovo,54.8097,105.1578,263.74,83,25,1.39,RU,1731279454
528,port alberni,49.2413,-124.8028,280.81,92,100,0.45,CA,1731279455
529,justo daract,-33.8594,-65.1828,286.86,63,100,6.79,AR,1731279456
530,junnar,19.2,73.8833,292.44,61,0,1.61,IN,1731279457
531,kralendijk,12.15,-68.2667,302.14,74,40,1.03,BQ,1731279458
532,selkirk,50.1436,-96.8845,276.58,95,100,3.13,CA,1731279459
533,kitimat,54.0524,-128.6534,275.88,29,99,0.89,CA,1731279460
534,yaren,-0.5472,166.916,301.56,68,97,5.23,NR,1731279461
535,demyansk,57.643,32.466,272.76,93,25,0.47,RU,1731279463
536,rio hato,8.3833,-80.1667,298.97,94,75,2.57,PA,1731279464
537,niamey,13.5137,2.1098,299.31,24,3,2.06,NE,1731279465
538,galveston,29.3669,-94.9669,299.85,85,75,6.69,US,1731279466
539,sanctuary point,-35.1114,150.629,290.95,74,100,1.61,AU,1731279467
540,andop,7.8611,125.7539,297.41,94,100,1.32,PH,1731279468
541,sinnar,13.5691,33.5672,303.0,35,71,4.22,SD,1731279469
542,champerico,14.3,-91.9167,301.37,75,6,2.09,GT,1731279470
543,sainte-marie,-20.8968,55.5496,298.22,83,75,6.17,RE,1731279472
544,umba,66.6871,34.3429,272.6,89,45,2.83,RU,1731279473
545,lingdong,46.5669,131.1453,270.76,67,0,2.18,CN,1731279474
546,saint-gaudens,43.0833,0.6667,284.96,91,90,1.28,FR,1731279475
547,tromso,69.6496,18.957,278.16,75,100,2.57,NO,1731279306
548,nouadhibou,20.931,-17.0347,300.14,22,0,5.66,MR,1731279314
549,mossel bay,-34.1831,22.146,288.11,82,40,5.04,ZA,1731279478
550,bikin,46.8161,134.26,271.7,69,0,2.55,RU,1731279480
551,weyburn,49.6668,-103.8511,276.27,81,96,9.26,CA,1731279481
552,bunyola,39.6953,2.6987,290.21,77,42,2.68,ES,1731279482
553,les anglais,18.3054,-74.2197,298.55,85,48,1.9,HT,1731279484
554,kuloy,61.0305,42.4925,272.42,89,93,3.23,RU,1731279485
555,dingcheng,32.1272,115.0394,287.82,78,0,3.35,CN,1731279486
556,vershino-darasunskiy,52.35,115.5167,263.94,94,100,0.65,RU,1731279487
557,mudanya,40.3753,28.8822,285.51,79,100,1.9,TR,1731279488
558,labytnangi,66.6572,66.4183,254.69,89,24,3.14,RU,1731279489
559,holualoa,19.6228,-155.9522,300.12,76,40,4.63,US,1731279490
560,quellon,-43.1167,-73.6167,281.46,84,48,5.14,CL,1731279491
561,mil'kovo,55.6078,37.7956,275.17,57,17,1.38,RU,1731279492
562,as saffaniyah,27.9708,48.73,297.76,38,67,3.19,SA,1731279493
563,bargaal,11.2864,51.0773,298.31,72,90,3.81,SO,1731279494
564,tyukhtet,56.5389,89.3011,273.4,87,100,7.88,RU,1731279496
565,ust'-kut,56.7938,105.7672,260.64,96,74,1.44,RU,1731279497
566,hovd,48.0056,91.6419,269.16,45,28,3.89,MN,1731279498
567,kolonia town,6.964,158.206,301.21,94,100,1.54,FM,1731279499
568,deqen,29.9618,90.7188,270.59,74,0,1.08,CN,1731279500
569,goure,13.9835,10.2704,295.36,20,4,3.7,NE,1731279501
570,garla-mare,44.2092,22.775,278.8,87,100,2.84,RO,1731279502
571,puerto san jose,13.9256,-90.8244,301.21,77,77,2.33,GT,1731279503
572,greymouth,-42.4667,171.2,284.07,84,100,2.62,NZ,1731279505
573,gadzhiyevo,69.2551,33.3362,274.98,71,99,6.24,RU,1731279506
574,pingxiang,27.6167,113.85,289.41,88,0,1.62,CN,1731279507
575,ugoofaaru,5.6667,73.0,301.11,70,9,2.33,MV,1731279508
576,nkhata bay,-11.6066,34.2907,298.4,69,1,1.69,MW,1731279509
577,ampanihy,-24.7,44.75,294.94,82,40,1.36,MG,1731279510
578,galesong,-5.3166,119.3661,300.45,74,73,1.66,ID,1731279511
579,san patricio,28.017,-97.5169,302.41,56,27,3.74,US,1731279512
